abdikovať	отречься	abdikovať	отречься	NFIN;V
hlavným	основным	hlavný	основной	ADJ;DAT;PL
hlavného	основного	hlavný	основной	ACC;ADJ;MASC;SG
hlavnej	основной	hlavný	основной	ADJ;ESS;FEM;SG
hlavným	основным	hlavný	основной	ADJ;INS;MASC;SG
hlavný	основной	hlavný	основной	ADJ;MASC;NOM;SG
hlavné	основное	hlavný	основной	ACC;ADJ;NEUT;SG
hlavnom	основном	hlavný	основной	ADJ;ESS;NEUT;SG
hlavnú	основную	hlavný	основной	ACC;ADJ;FEM;SG
hlavného	основного	hlavný	основной	ADJ;GEN;NEUT;SG
hlavnému	основному	hlavný	основной	ADJ;DAT;MASC;SG
hlavnou	основной	hlavný	основной	ADJ;FEM;INS;SG
hlavnému	основному	hlavný	основной	ADJ;DAT;NEUT;SG
hlavných	основных	hlavný	основной	ADJ;ESS;PL
hlavné	основное	hlavný	основной	ADJ;NEUT;NOM;SG
hlavným	основным	hlavný	основной	ADJ;INS;NEUT;SG
hlavných	основных	hlavný	основной	ADJ;GEN;PL
hlavného	основного	hlavný	основной	ADJ;GEN;MASC;SG
hliníka	алюминия	hliník	алюминий	GEN;N;SG
hliník	алюминий	hliník	алюминий	N;NOM;SG
hliníkom	алюминием	hliník	алюминий	INS;N;SG
hliníku	алюминии	hliník	алюминий	ESS;N;SG
hliníku	алюминию	hliník	алюминий	DAT;N;SG
hliník	алюминий	hliník	алюминий	ACC;N;SG
hltať	глотнуть	hltať	глотнуть	NFIN;V
hltať	проглотить	hltať	проглотить	NFIN;V
hlásať	предсказать	hlásať	предсказать	NFIN;V
hlásať	спрогнозировать	hlásať	спрогнозировать	NFIN;V
hnide	гниде	hnida	гнида	DAT;N;SG
hnidami	гнидами	hnida	гнида	INS;N;PL
hnidách	гнидах	hnida	гнида	ESS;N;PL
hnidy	гниды	hnida	гнида	GEN;N;SG
hnidou	гнидой	hnida	гнида	INS;N;SG
hnide	гниде	hnida	гнида	ESS;N;SG
hníd	гнид	hnida	гнида	GEN;N;PL
hnidám	гнидам	hnida	гнида	DAT;N;PL
hnidy	гниды	hnida	гнида	N;NOM;PL
hnida	гнида	hnida	гнида	N;NOM;SG
hnidy	гнид	hnida	гнида	ACC;N;PL
hnidu	гниду	hnida	гнида	ACC;N;SG
hniesť	замесить	hniesť	замесить	NFIN;V
hodiť	бросить	hodiť	бросить	NFIN;V
hodiť	кинуть	hodiť	кинуть	NFIN;V
hodiť	метнуть	hodiť	метнуть	NFIN;V
hodiť	швырнуть	hodiť	швырнуть	NFIN;V
holmia	гольмия	holmium	гольмий	GEN;N;SG
holmiom	гольмием	holmium	гольмий	INS;N;SG
holmiu	гольмию	holmium	гольмий	DAT;N;SG
holmiu	гольмии	holmium	гольмий	ESS;N;SG
holmium	гольмий	holmium	гольмий	N;NOM;SG
holmium	гольмий	holmium	гольмий	ACC;N;SG
horkej	горькой	horký	горький	ADJ;DAT;FEM;SG
horkom	горьком	horký	горький	ADJ;ESS;NEUT;SG
horké	горьких	horký	горький	ACC;ADJ;PL
horkému	горькому	horký	горький	ADJ;DAT;NEUT;SG
horkou	горькой	horký	горький	ADJ;FEM;INS;SG
horkých	горьких	horký	горький	ADJ;ESS;PL
horkými	горькими	horký	горький	ADJ;INS;PL
horkým	горьким	horký	горький	ADJ;DAT;PL
horkým	горьким	horký	горький	ADJ;INS;NEUT;SG
horkému	горькому	horký	горький	ADJ;DAT;MASC;SG
horkých	горьких	horký	горький	ADJ;GEN;PL
horké	горькое	horký	горький	ADJ;NEUT;NOM;SG
horkým	горьким	horký	горький	ADJ;INS;MASC;SG
horkého	горького	horký	горький	ADJ;GEN;MASC;SG
horkej	горькой	horký	горький	ADJ;ESS;FEM;SG
horké	горькое	horký	горький	ACC;ADJ;NEUT;SG
horkého	горького	horký	горький	ACC;ADJ;MASC;SG
horkej	горькой	horký	горький	ADJ;FEM;GEN;SG
horká	горькая	horký	горький	ADJ;FEM;NOM;SG
horký	горький	horký	горький	ACC;ADJ;INAN;MASC;SG
horký	горький	horký	горький	ADJ;MASC;NOM;SG
horkého	горького	horký	горький	ADJ;GEN;NEUT;SG
horkú	горькую	horký	горький	ACC;ADJ;FEM;SG
horké	горькие	horký	горький	ADJ;NOM;PL
horkom	горьком	horký	горький	ADJ;ESS;MASC;SG
hovoriť	сказать	hovoriť	сказать	NFIN;V
hradbe	бастионе	hradba	бастион	ESS;N;SG
hradieb	бастионов	hradba	бастион	GEN;N;PL
hradby	бастионы	hradba	бастион	N;NOM;PL
hradbu	бастион	hradba	бастион	ACC;N;SG
hradbe	бастиону	hradba	бастион	DAT;N;SG
hradbám	бастионам	hradba	бастион	DAT;N;PL
hradbami	бастионами	hradba	бастион	INS;N;PL
hradba	бастион	hradba	бастион	N;NOM;SG
hradbou	бастионом	hradba	бастион	INS;N;SG
hradby	бастиона	hradba	бастион	GEN;N;SG
hradby	бастионы	hradba	бастион	ACC;N;PL
hradbách	бастионах	hradba	бастион	ESS;N;PL
hradba	забор	hradba	забор	N;NOM;SG
hradbu	забор	hradba	забор	ACC;N;SG
hradbami	заборами	hradba	забор	INS;N;PL
hradbám	заборам	hradba	забор	DAT;N;PL
hradbách	заборах	hradba	забор	ESS;N;PL
hradbou	забором	hradba	забор	INS;N;SG
hradby	заборы	hradba	забор	N;NOM;PL
hradbe	забору	hradba	забор	DAT;N;SG
hradbe	заборе	hradba	забор	ESS;N;SG
hradieb	заборов	hradba	забор	GEN;N;PL
hradby	забора	hradba	забор	GEN;N;SG
hradbám	изгородям	hradba	изгородь	DAT;N;PL
hradbe	изгороди	hradba	изгородь	DAT;N;SG
hradby	изгороди	hradba	изгородь	ACC;N;PL
hradby	изгороди	hradba	изгородь	N;NOM;PL
hradbe	изгороди	hradba	изгородь	ESS;N;SG
hradbu	изгородь	hradba	изгородь	ACC;N;SG
hradby	изгороди	hradba	изгородь	GEN;N;SG
hradbách	изгородях	hradba	изгородь	ESS;N;PL
hradieb	изгородей	hradba	изгородь	GEN;N;PL
hradba	изгородь	hradba	изгородь	N;NOM;SG
hradbami	изгородями	hradba	изгородь	INS;N;PL
hradbou	изгородью	hradba	изгородь	INS;N;SG
hradieb	оград	hradba	ограда	GEN;N;PL
hradby	ограды	hradba	ограда	N;NOM;PL
hradbách	оградах	hradba	ограда	ESS;N;PL
hradba	ограда	hradba	ограда	N;NOM;SG
hradbami	оградами	hradba	ограда	INS;N;PL
hradbe	ограде	hradba	ограда	ESS;N;SG
hradbu	ограду	hradba	ограда	ACC;N;SG
hradbe	ограде	hradba	ограда	DAT;N;SG
hradby	ограды	hradba	ограда	GEN;N;SG
hradbám	оградам	hradba	ограда	DAT;N;PL
hradbou	оградой	hradba	ограда	INS;N;SG
hradbách	ограждениях	hradba	ограждение	ESS;N;PL
hradbám	ограждениям	hradba	ограждение	DAT;N;PL
hradby	ограждения	hradba	ограждение	ACC;N;PL
hradbou	ограждением	hradba	ограждение	INS;N;SG
hradbe	ограждении	hradba	ограждение	ESS;N;SG
hradby	ограждения	hradba	ограждение	GEN;N;SG
hradba	ограждение	hradba	ограждение	N;NOM;SG
hradbu	ограждение	hradba	ограждение	ACC;N;SG
hradbe	ограждению	hradba	ограждение	DAT;N;SG
hradbami	ограждениями	hradba	ограждение	INS;N;PL
hradby	ограждения	hradba	ограждение	N;NOM;PL
hradieb	ограждений	hradba	ограждение	GEN;N;PL
hradbu	оплот	hradba	оплот	ACC;N;SG
hradby	оплота	hradba	оплот	GEN;N;SG
hradbe	оплоту	hradba	оплот	DAT;N;SG
hradby	оплоты	hradba	оплот	N;NOM;PL
hradba	оплот	hradba	оплот	N;NOM;SG
hradbám	оплотам	hradba	оплот	DAT;N;PL
hradby	оплоты	hradba	оплот	ACC;N;PL
hradbe	оплоте	hradba	оплот	ESS;N;SG
hradbami	оплотами	hradba	оплот	INS;N;PL
hradieb	оплотов	hradba	оплот	GEN;N;PL
hradbou	оплотом	hradba	оплот	INS;N;SG
hradbách	оплотах	hradba	оплот	ESS;N;PL
hranici	границе	hranica	граница	ESS;N;SG
hranice	границы	hranica	граница	N;NOM;PL
hraniciach	границах	hranica	граница	ESS;N;PL
hranice	границы	hranica	граница	ACC;N;PL
hranice	границы	hranica	граница	GEN;N;SG
hranici	границе	hranica	граница	DAT;N;SG
hranicami	границами	hranica	граница	INS;N;PL
hraniciam	границам	hranica	граница	DAT;N;PL
hranicu	границу	hranica	граница	ACC;N;SG
hraníc	границ	hranica	граница	GEN;N;PL
hranica	граница	hranica	граница	N;NOM;SG
hranicou	границей	hranica	граница	INS;N;SG
hraniciam	граням	hranica	грань	DAT;N;PL
hranica	грань	hranica	грань	N;NOM;SG
hranicami	гранями	hranica	грань	INS;N;PL
hranicou	гранью	hranica	грань	INS;N;SG
hraníc	граней	hranica	грань	GEN;N;PL
hranici	грани	hranica	грань	DAT;N;SG
hranicu	грань	hranica	грань	ACC;N;SG
hraniciach	гранях	hranica	грань	ESS;N;PL
hranice	грани	hranica	грань	GEN;N;SG
hranici	грани	hranica	грань	ESS;N;SG
hranice	грани	hranica	грань	N;NOM;PL
hraniciach	кострах	hranica	костёр	ESS;N;PL
hranica	костёр	hranica	костёр	N;NOM;SG
hranicu	костёр	hranica	костёр	ACC;N;SG
hraniciam	кострам	hranica	костёр	DAT;N;PL
hranice	костра	hranica	костёр	GEN;N;SG
hranici	костру	hranica	костёр	DAT;N;SG
hranici	костре	hranica	костёр	ESS;N;SG
hranicami	кострами	hranica	костёр	INS;N;PL
hranice	костры	hranica	костёр	ACC;N;PL
hraníc	костров	hranica	костёр	GEN;N;PL
hranice	костры	hranica	костёр	N;NOM;PL
hranicou	костром	hranica	костёр	INS;N;SG
hraniciach	кромках	hranica	кромка	ESS;N;PL
hranice	кромки	hranica	кромка	ACC;N;PL
hraniciam	кромкам	hranica	кромка	DAT;N;PL
hranica	кромка	hranica	кромка	N;NOM;SG
hranici	кромке	hranica	кромка	ESS;N;SG
hranicami	кромками	hranica	кромка	INS;N;PL
hraníc	кромок	hranica	кромка	GEN;N;PL
hranici	кромке	hranica	кромка	DAT;N;SG
hranice	кромки	hranica	кромка	GEN;N;SG
hranicou	кромкой	hranica	кромка	INS;N;SG
hranicu	кромку	hranica	кромка	ACC;N;SG
hranice	кромки	hranica	кромка	N;NOM;PL
hranicou	пределом	hranica	предел	INS;N;SG
hranice	предела	hranica	предел	GEN;N;SG
hranici	пределе	hranica	предел	ESS;N;SG
hranicami	пределами	hranica	предел	INS;N;PL
hraniciach	пределах	hranica	предел	ESS;N;PL
hraniciam	пределам	hranica	предел	DAT;N;PL
hranici	пределу	hranica	предел	DAT;N;SG
hranicu	предел	hranica	предел	ACC;N;SG
hraníc	пределов	hranica	предел	GEN;N;PL
hranica	предел	hranica	предел	N;NOM;SG
hranice	пределы	hranica	предел	N;NOM;PL
hranici	рубеже	hranica	рубеж	ESS;N;SG
hraníc	рубежей	hranica	рубеж	GEN;N;PL
hraniciach	рубежах	hranica	рубеж	ESS;N;PL
hranica	рубеж	hranica	рубеж	N;NOM;SG
hranicou	рубежом	hranica	рубеж	INS;N;SG
hranici	рубежу	hranica	рубеж	DAT;N;SG
hranice	рубежа	hranica	рубеж	GEN;N;SG
hranicami	рубежами	hranica	рубеж	INS;N;PL
hranicu	рубеж	hranica	рубеж	ACC;N;SG
hraniciam	рубежам	hranica	рубеж	DAT;N;PL
hranice	рубежи	hranica	рубеж	N;NOM;PL
hrdlom	горлышком	hrdlo	горлышко	INS;N;SG
hrdla	горлышка	hrdlo	горлышко	GEN;N;SG
hrdlá	горлышки	hrdlo	горлышко	ACC;N;PL
hrdlo	горлышко	hrdlo	горлышко	N;NOM;SG
hrdlu	горлышку	hrdlo	горлышко	DAT;N;SG
hrdlo	горлышко	hrdlo	горлышко	ACC;N;SG
hrdlá	горлышки	hrdlo	горлышко	N;NOM;PL
hrdlami	горлышками	hrdlo	горлышко	INS;N;PL
hrdlách	горлышках	hrdlo	горлышко	ESS;N;PL
hrdle	горлышке	hrdlo	горлышко	ESS;N;SG
hrdiel	горлышек	hrdlo	горлышко	GEN;N;PL
hrdlám	горлышкам	hrdlo	горлышко	DAT;N;PL
hrdle	гортани	hrdlo	гортань	ESS;N;SG
hrdlami	гортанями	hrdlo	гортань	INS;N;PL
hrdiel	гортаней	hrdlo	гортань	GEN;N;PL
hrdlo	гортань	hrdlo	гортань	ACC;N;SG
hrdla	гортани	hrdlo	гортань	GEN;N;SG
hrdlu	гортани	hrdlo	гортань	DAT;N;SG
hrdlám	гортаням	hrdlo	гортань	DAT;N;PL
hrdlá	гортани	hrdlo	гортань	ACC;N;PL
hrdlá	гортани	hrdlo	гортань	N;NOM;PL
hrdlách	гортанях	hrdlo	гортань	ESS;N;PL
hrdlo	гортань	hrdlo	гортань	N;NOM;SG
hrdlom	гортанью	hrdlo	гортань	INS;N;SG
hrdlá	зевы	hrdlo	зев	ACC;N;PL
hrdlo	зев	hrdlo	зев	N;NOM;SG
hrdlách	зевах	hrdlo	зев	ESS;N;PL
hrdlom	зевом	hrdlo	зев	INS;N;SG
hrdlá	зевы	hrdlo	зев	N;NOM;PL
hrdla	зева	hrdlo	зев	GEN;N;SG
hrdlu	зеву	hrdlo	зев	DAT;N;SG
hrdlo	зев	hrdlo	зев	ACC;N;SG
hrdle	зеве	hrdlo	зев	ESS;N;SG
hrdlám	зевам	hrdlo	зев	DAT;N;PL
hrdiel	зевов	hrdlo	зев	GEN;N;PL
hrdlami	зевами	hrdlo	зев	INS;N;PL
hrdúsiť	задушить	hrdúsiť	задушить	NFIN;V
hrešiť	упрекнуть	hrešiť	упрекнуть	NFIN;V
hroch	бегемот	hroch	бегемот	N;NOM;SG
hrochy	бегемотов	hroch	бегемот	ACC;N;PL
hrochům	бегемотом	hroch	бегемот	INS;N;SG
hrochy	бегемоты	hroch	бегемот	N;NOM;PL
hrochovi	бегемоте	hroch	бегемот	ESS;N;SG
hrochovi	бегемоту	hroch	бегемот	DAT;N;SG
hrocha	бегемота	hroch	бегемот	ACC;N;SG
hrochmi	бегемотами	hroch	бегемот	INS;N;PL
hrochom	бегемотам	hroch	бегемот	DAT;N;PL
hrochoch	бегемотах	hroch	бегемот	ESS;N;PL
hrochov	бегемотов	hroch	бегемот	GEN;N;PL
hrocha	бегемота	hroch	бегемот	GEN;N;SG
hrochov	гиппопотамов	hroch	гиппопотам	GEN;N;PL
hroch	гиппопотам	hroch	гиппопотам	N;NOM;SG
hrochy	гиппопотамы	hroch	гиппопотам	N;NOM;PL
hrochům	гиппопотамом	hroch	гиппопотам	INS;N;SG
hrochovi	гиппопотаму	hroch	гиппопотам	DAT;N;SG
hrochovi	гиппопотаме	hroch	гиппопотам	ESS;N;SG
hrochmi	гиппопотамами	hroch	гиппопотам	INS;N;PL
hrocha	гиппопотама	hroch	гиппопотам	GEN;N;SG
hrocha	гиппопотама	hroch	гиппопотам	ACC;N;SG
hrochoch	гиппопотамах	hroch	гиппопотам	ESS;N;PL
hrochom	гиппопотамам	hroch	гиппопотам	DAT;N;PL
hrýzať	откусить	hrýzať	откусить	NFIN;V
husľami	скрипками	husle	скрипка	INS;N;PL
